pi,mse,l0,expected_l0,posterior_entropy
0.5,0.026058336719870567,0.0,1.441314697265625,2.86276912689209
0.3,0.027676938101649284,0.0,1.2980480194091797,2.6832637786865234
0.2,0.02584800496697426,0.0,1.2221291065216064,2.7927489280700684
0.1,0.027710987254977226,0.0,1.1714396476745605,3.1812875270843506
0.05,0.027586663141846657,0.0,0.9729377031326294,2.9479098320007324
0.02,0.028035620227456093,0.0,0.7037705779075623,2.4860587120056152
